profession,requirements
3,"Функциональные обязанности:- Аудит, поддержка, строительство и развитие существующей ИТ-инфраструктуры, в том числе под корпоративную систему автоматизации 1С:ERP.- Построение рабочей схемы ИТ-решений и организация рабочих мест для пользователей.- Выбор, закупка оборудования, обеспечение бесперебойной работы серверов, локальной сети, рабочих мест сотрудников, телефонии.- Поддержание работоспособности систем видеонаблюдения и контроля доступа на производственных площадках.- Планирование бюджета для выполнения работ по развитию и эксплуатации ИТ-инфраструктуры. Основные задачи:- Оптимизация штатной численности ИТ-отдела, поиск и найм необходимых сотрудников;- Адаптивный план развития ИТ-систем и сервисов предприятия с учетом роста масштабов;- Достижение работоспособности 1С ERP - регулярное обновление, доработки;- Выработка оптимального ИТ-решения и модернизации на производственных площадках с учетом каналов связи;- Выбор, обоснование, закупка лицензированного ПО, обучение пользователей;- В перспективе - организация единой инфосети с помощью VPN."
2,"От вас:  Вы выбрали Java и хотите разделить с ней жизнь. Вы закончили университет или обучаетесь на последних курсах (матмех, радиофак). У вас есть опыт разработки от 1 года. Понимаете SOLID, способны определить код, который соответствует этим принципам.    Будет здорово, если:  Вам интересен front-end, так же как и back-end, а значит, вы знакомы с веб-технологиями. Фаулер, Кнут, Кормен, Седжевик и Блох — для вас не просто имена. Вы участвовали в разработке Open source проекта, который могли бы показать нам.  Вас ждет:  Участие в проектировании архитектуры новых систем. Интеграция со сторонними системами. Реализация бизнес-логики в соответствии с планами по развитию электронного декларирования. Автоматизация процессов сопровождения. Возможность проследить и изучить все процессы от веба до бэкенда.  Технологии и инструменты:  Java 6 и выше JEE (в том числе JPA, JMS, Servlet) Spring Framework (в том числе MVC, Security) EclipseLink / Hibernate FreeMarker Apache Maven XML / JSON Oracle Database / MongoDB Oracle Application Server / Apache Tomcat / Oracle WebLogic Server IBM WebSphere MQ AngularJS и TypeScript (для клиентских приложений) Используем Intellij IDEA Ultimate"
10,"Тестирование ПО.   Требования:  высшее техническое образование; умение работать с ПО для автоматизации тестирования (TestComplete); знания Windows на уровне опытного пользователя; знание Английского языка на уровне свободного чтения документации; понимание концепции и принципов ООП; умении находить ошибки и противоречия в документации;    Будет плюсом, если Вы:  умеете работать с системой контроля версий Git; знаете Redmine\Chili, Jira; знаете Delphi, можете читать и понимать код;    Обязанности:  разработка тест-кейсов, тест-планов; разработка автоматизированных тестов; настройка автоматической сборки и тестирования ПО; "
3,"Чем предстоит заниматься: • Управление проектами разработки аналитических сервисов, высоконагруженных систем и интеграции разработанных сервисов с другими ИТ-системами компании.• Участие в разработке стратегии развития аналитической функции, формировании портфеля проектов, поиск и анализа новых идей и технологий.• Участие в реструктуризации бизнес-процессов компании, и повышении их эффективности за счет методов анализа данных и аналитических моделей.   Что для этого потребуется: • Успешный опыт реализации проектов разработки программного обеспечения (высоконагруженных систем, систем аналитики и отчетности)• Опыт ведения разработки с использование гибкой методологии Agile Sсrum• Опыт построения командной разработки• Опыт разработки от 1 года (один из языков Java / Scala / Python)• Знание SQL и основ теории баз данных• Опыт подготовки проектной документации (устав, сценарии использования, календарный планы работ, реестры рисков и т.д.);• Опыт работы со средствами автоматизации проектного управления и управления разработкой (укажите в сопроводительном письме какие именно инструменты использовали);• Высшее техническое / фундаментальное образование (МФТИ, МГУ, МГТУ, МАИ, МЭИ, МИРЭА, МИФИ, и т.п.);Необязательно, но будет дополнительным плюсом любой из следующих скиллов:• Знание экосистемы Hadoop (HDFS, Hive, Spark, Storm, Flume, HBase, etc.);• Знание основных алгоритмов машинного обучения• Знание основ современных стандартов сотовой связи, радиотехническое образование• Опыт разработки ИТ-систем оптимизации бизнес-процессов."
1,"Что мы ожидаем от Вас?  Уверенное владение Java и Android SDK; Умение и желание проектировать и реализовывать сложные и нестандартные пользовательские интерфейсы; Понимание тонкостей в подходе к проектированию/реализации клиентских приложений; Понимания и принятия факта, что мы работаем не от звонка до звонка и не в корзину; Желание работать не 5 дней в неделю, а быть нацеленным на достижение отличного результата. Главная наша цель - отличный продукт!    Нашему сотруднику мы предлагаем:  Трудоустройство согласно ТК РФ; 5/2, гибкое начало рабочего дня; Офис класса А+ в 10 мин ходьбы от ст.м. Новочеркасская; Компенсация обедов; Корпоративный фитнес-центр: групповые занятия, персональные тренировки, секция бокса; Библиотека; ДМС; При желании, можно подключиться к еженедельной игре в футбол, волейбол, баскетбол наших команд; Заработная плата обсуждается индивидуально с каждым кандидатом, у нас нет вилок.    Дополнительные условия для иногородних и иностранных кандидатов:  Предоставление места проживания за счет компании в первый месяц работы (далее - помощь в поиске жилья); Компенсация проезда; Помощь в оформлении документов (для иностранных граждан)."
1,"Что нужно будет делать:  писать код на Scala и Java; взаимодействовать с командой внедрения и тестирования; изучать и внедрять новые технологи и алгоритмы; оптимизировать и заниматься архитектурной переработкой старого кода; искать и исправлять ошибки в чужом коде.    Итак, если Вы обладаете:   опытом разработки на Java / Scala от 3 лет;   желанием писать именно на Scala (у нас Scala и немного Java);   опытом работы с базами данных: реляционными и NoSQL;   знанием Английского, достаточным для чтения документации;   высокой обучаемостью, умением быстро вникать в суть, разбираться в новом;     То Вам просто необходимо отправить нам свое резюме!   Также преимуществом для нас является:  опыт работы в Linux; опыт работы с базами данных: реляционными и NoSQL; знание основных принципов многопоточного и распределенного программирования; знание средств коллективной разработки и сборки проектов (GIT, JIRA, Confluence); опыт работы с большими данными; опыт работы в сфере компьютерной лингвистики и поиска.    Мы ценим:  ориентацию на результат и соблюдение стандартов качества; соблюдение сроков выполнения задач; способность писать простой, расширяемый и производительный код; знание новых технологий, выбор оптимального инструмента для решения задач."
3,"Что нужно делать?  Управление внутренними и внешними проектами компании (Автоматизация клиентского сервиса в digital-каналах); Составление календарного плана проекта и контроль его исполнения, оценка трудоемкости и сроков реализации проекта, управление изменениями; Планирование ресурсов, управление межпроектными ресурсами; Планирование бюджета проекта и контроль его исполнения; Взаимодействия с другими подразделениями: согласование требований, сбор необходимой информации, совместное планирование разработки; Отслеживание возможных проектных рисков и организация мер по снижению степени влияния риска на результаты проекта; Ведение отчетности по проекту.    Какой опыт нам важен?  Опыт управления IT-проектами от 3-х лет; Уверенное знание офисных продуктов Microsoft (Project, Excel и пр.); Знание методологий управления проектами в IT (Agile и Waterfall); Высшее техническое образование."
11,"Что надо будет делать:  Разработка, согласование и поддержание в актуальном состоянии технической документации к программным продуктам (документация в основном для внутреннего пользования разработчиками, администраторами); Систематизация и документирование взаимодействия систем; Описание технических решений; Взаимодействие с проектной командой и группой разработки в части документации. Требования:  Представление о том, что такое жизненный цикл проекта и как разрабатывается ПО. Знание структуры и содержания типового комплекта технической документации. Опыт написания технических документаций (API взаимодействия, описания структуры БД, пользовательских инструкций и т.п.). Умение понятно формулировать свои мысли и объяснять сложные вещи простым языком. Умение анализировать и систематизировать информацию, преобразовывать её в связный текст, включающий рисунки, блок-схемы и т.п. Приветствуется:  Владение каким-либо языком разметки. Желателен опыт работы с вики-системами и разработки вики-статей. "
7,"Требования:  знание основ информационной безопасности. Знание основных средств защиты информации и принципов их работы; хорошее знание сетевых технологий (модель OSI, стек TCP/IP); хорошее представление о возможных угрозах информационным системам, а также методов противодействия таким угрозам и уязвимостям; знание ОС MS Windows, unix/linux на уровне системного администратора; опыт разработки скриптов (bash, powershell). Плюсом будет:  практический опыт использования и администрирования средств защиты и контроля защищенности: встроенных механизмов защиты в ОС, СЗИ НСД, FW, VPN, IPS/IDS, HIDS, SIEM, сканеров безопасности, т.п.; опыт программирования (C#, Java, Python, js); опыт работы с популярными СУБД, уметь строить SQL-запросы; знание общих принципов криптографических систем. знание законодательства и основных руководящих документов в области ИБ, в т.ч. в банковской сфере: Положение ЦБ РФ № 382-п, СТО БР ИББС, PCI DSS. Обязанности:  проведение аудита безопасности IT-инфраструктуры (ЛВС, ОС, СУБД); подготовка рекомендаций и постановка задач на устранение выявленных недостатков, контроль их выполнения; проектирование, внедрение и совершенствование систем защиты IT-инфраструктуры и систем контроля защищенности; автоматизация рутинных задач по своему направлению; участие в исследовательской деятельности отдела, расследовании инцидентов ИБ; написание политик и инструкций по информационной безопасности; повышение осведомленности команд в области защиты информации."
6,"Вам предстоит:  решать задачи data science анализировать бизнес-процессы готовить отчетность по результатам изучения данных    Обязательные требования:  высшее математическое или техническое образование знание SQL (в идеале - T-SQL), включая написание сложных запросов знание скриптовых языков; знание английского языка на уровне чтения технической литературы.    Приветствуются:  понимание принципов работы браузера и современных веб-технологий знание математической статистики; опыт применения машинного обучения опыт работы со секом MS SQL Server, включая разработку кубов Analysis Services навыки программирования на С#"
3,"Вакансия: Руководитель проектов 1С (проект по ERP 2.1) Ключевые задачи:  Организация и ведение проекта; Анализ потребностей в автоматизации бизнес-процессов; Постановка задач на проведение экспертизы и выработки технических решений программистам; Постановка и контроль сроков исполнения задач программистами; Внедрение разработанного решения; Согласование требований к автоматизации, сдаче-приемке работ; Взаимодействие с ИТ-специалистами клиента; Ведение проектной документации.  Требования:  Образование: высшее техническое или экономическое; Опыт внедрения основных решений 1С не менее 3 лет. Приветствуется опыт внедрения других бизнес-решений; Опыт конфигурирования и администрирования 1С: Предприятие 8, знание типовых конфигураций 1С (УТ, БУХ, УПП, ЗУП), а также принципов бухгалтерского и управленческого учета; Опыт крупных внедрений, знание языка запросов SQL, понимание внутренней структуры данных 1С; Наличие сертификатов 1С; Приветствуется опыт работы с западными учетными системами."
3,"Ведущего аналитика.     Требования:  Опыт работы аналитиком/бизнес-аналитиком/системным аналитиком от 2х лет; Умение видеть проблему/систему со стороны бизнеса, предлагать понятные и удобные решения, проактивно способствовать повышению качества и удобства систем; Опыт руководства командой из 2-3 человек; SQL на уровне разработки сложных запросов; Опыт создания и автоматизации отчетности; Опыт согласования требований с Бизнес-заказчиками и сдачи результатов Заказчику; Опыт выверки отчетности и данных; Умение работать в команде, готовность слышать мнение членов команды и аргументировать собственное мнение; Инициативность; Интерес к технологиям BI; Знание DWH HP Vertica, Tableau.    Обязанности:  Сбор и структурирование бизнес-требований к отчетности и данным; Разработка функциональных требований/отчетов; Тестирование и сверка отчетности и данных; Обеспечение проверки качества данных; Подготовка документации. Курирование деятельности группы аналитиков (постановка задач и контроль качества их исполнения)."
11,"Технического писателя  Круг обязанностей:  Разработка технической документации (формирование требований к автоматизированной системе, разработка технического задания, эскизный и технический проект, рабочая документациях) на автоматизированные системы (связь, IT-технологии, системы безопасности) Оформление документов согласно ГОСТ 34 Профессиональный опыт:  Высшее техническое образование (в области связи, информационных технологий) Навыки грамотного написания и оформления документации в соответствии с требованиями ГОСТов 34 Опыт работы в компаниях, занимающихся разработкой программного и аппаратного обеспечения, разработкой автоматизированных систем Желательно: опыт работы не менее 3-х лет техническим писателем с опытом разработки технической документации (руководств пользователя и администратора, правил эксплуатации, ТУ, ТЗ, технических паспортов и прочих документов) в соответствии с требованиями ГОСТ и другими стандартами "
2,"Вы:  Знаете хотя бы один PHP фреймворк (Symfony, Yii, Zend, Ci, Kohana). Идеально, если разбираетесь сразу в нескольких. Обладаете опытом разработки проектов на LAMP, будут полезными и другие стеки. Количество лет не важно, на собеседовании расскажете о задачах, которые решали лично вы. Пишете код быстро, а прочитать его можно без пояснений и документации. Понимаете принципы ООП, прочли хотя бы одну книгу по проектированию. Python, Ruby будут плюсом.   "
6,"Основные требования:  Профильное математическое или физико-математическоеобразование Наличие ученой степени кандидата (доктора) наук Наличие научного стажа не менее 3-х лет Отличное знание статистики, дискретной математики, аналитической и вычислительной геометрии, методов машинного обучения Наличие не менее 3-х опубликованных научных трудов/статей за последние 2 года Участие в научно-исследовательских проектах с последующим созданием на их основе промышленных решений Широта научных взглядов Дополнительные (желательные) требования:  Знание Matlab/Mathcad Знание одного из следующих языков разработки: Python, R, C++, Java. Должностные обязанности:  Проведение исследовательских работ в области математического моделирования, математической оптимизации, анализа данных и машинного обучения Работа в команде, следование процессу разработки, принятому в команде"
3," Обязанности:  Взаимодействие с внутренними и внешними заказчиками, выявление первичных потребностей, подготовка концепции проекта; Участие в предпродажных мероприятиях и в подготовке коммерческих предложений; Управление проектами разработки и внедрения ПО, включая:  Календарное и ресурсное планирование; Управление проектной командой; Взаимодействие с другими проектными командами; Контроль выполнения работ и подготовка отчетности; Выявление и управление рисками проекта; Согласование основных проектных решений и документации; Взаимодействие с заказчиком и субподрядчиками; Ведение проектной документации; Сдача заказчику результатов проекта.      Требования:  Высшее образование (экономическое/менеджмент/техническое) Опыт управления проектами (IT-разработка) от 3-х лет; Понимание процесса разработки IT-продуктов; Умение выстраивать отношения и налаживать коммуникации; Умение работать в режиме мультизадачности; Умение ясно и грамотно излагать свои мысли; Умение аргументированно отстаивать свои позиции; Умение вести деловую переписку; Владение инструментами для управления проектами/задачами.    Желательно:  Опыт аналитической деятельности. Владение case-средствами (UML, BPMN, и т.д.). Знание стандартов управления проектами (PMBOK, PRINCE 2 и др.). Опыт проектирования информационных систем. Опыт применения Agile подходов (scrum, kanban). Навыки работы с JIRA/Confluence. Опыт взаимодействия с субподрядчиками и сторонними вендорами. "
1,"Требования:  Знание PHP 5.5 и выше/MySQL от 5-х лет; Опыт проектирования архитектуры приложения; Умение планировать свою работу и соблюдать сроки; Опыт командной работы над проектами Php, Yii2 or Symfony2, jQuery, Git, PHPUnit or Codeception Знание английского языка на уровне чтения технической документации.  Обязанности:  Проектирование архитектуры приложения; Создание и развитие внутренних проектов компании; Интеграция со сторонними сервисами; Тестирование кода и проверка его на соответствие требованиям, создание unit-тестов; "
3,"Cпециализируемся на комплексной работе над проектами — от брендинга до разработки сложных web-порталов с дальнейшей коммуникационной поддержкой (seo, smm). В своей работе используем практические приемы нейромаркетинга, изучаем работу мозга и понимаем, как люди на самом деле принимают решения. У нас сильное проектирование и дизайн. Для 90% проектов мы самостоятельно разрабатываем текстовый и визуальный контент.   Обязанности:  Управление web- и mobile-проектами Работа с рисками и рентабельнстью Взаимодействие с проектной командой Коммуникация с клиентами Предпроектная аналитика Работа с документацией по проектам    Требования:  Грамотность — слова и предложения вы должны писать без ошибок Опыт работы в агентствах Хорошие знания в сфере web-разработки Умение отличить менеджмент от форвардинга, адаптив от мобильной версии,картинки от дизайна    Условия:  Работа с офисе полный день с плавающим началом рабочего дня (11:00-13:00) Мансардный офис в центре города на ул.Достоевского Зарплата до 60 000 рублей с возможностью пересмотра раз в квартал Сильная команда"
10,Cпециалист по тестированию ПО / Тестировщик / QA Engineer Обязанности:  Проведение ручного тестирования интернет-магазинов компании; Составление отчетов по результатам тестирования; Разработка тестовых планов для нового и существующего функционала; Выполнение ручного тестирования веб-сайтов и микросервисов; Взаимодействие с менеджерами и командой разработки;  Требования:  Высшее техническое образование; Знание php 5.4; Опыт работы с git; Опыт работы в сфере ручного тестирования от 1 года; Знание основных видов тестирования; Понимание архитектуры web-приложений; Знание методологии разработки и тестирования ПО; Умение четко и ясно описывать ошибки;  Будет преимуществом:  Опыт работы с JIRA; Опыт работы с php7-7.1; Опыт работы с npm; Опыт работы с composer; Знание jQuery; Опыт работы с angular; 
6,"Вы будете идеальным кандидатом, если:  Умеете самостоятельно строить полноценные онлайновые информационные системы, то есть его знания не должны ограничиваться только математикой. Можете самостоятельно сделать пользовательский интерфейс, api для взаимодействия и дополнительные модули при необходимости.  Вашей задачей будет в том числе создание систем, в основе которых будут именно математические модели. Таким образом вы должны уметь применять на практике генетические алгоритмы, оптимизировать функции, прочими средствами строить нейронные сети и с их помощью добиваться бизнес-значимых решений. Дополнительные требования к кандидатам:  Опыт работы в python (numpy, scipy, pandas etc.), matplotlib, sklearn и keras. потому что он близок к технологиям, которые активно применяются в компании, однако готовы рассмотреть кандидатов с другими навыками, если они обоснуют целесообразность использования своей технологии для решения наших задач. Хорошее знание как с реляционных, так и с нереляционными базами данных. Готовность к работе с разнородными данными и небольшими выборками, поэтому необходимо, чтобы разработчик имел практический опыт работы с большим ассортиментом алгоритмов и мог быстро выбирать наиболее подходящий для решения данной задачи. Зато данное направление при успешности результата может быстро вырасти в объёме и значимости внутри компании и стать отдельным продуктом, техническим лидером которого будет тот, кого мы ищем.  Значительная часть систем, которые мы хотим построить, носят, как и вся компания, характер realtime. То есть это не разовые исследования, а построение аналитических, прогнозирующих, скоринговых сервисов для нужд компании. Что за данные:  По всему рынку подержанных автомобилей мы собираем много информации о самих автомобилях, их состоянии, их стоимости, спросе в разных регионах, активности продавцов и покупателей. С этой информацией и нужно работать."
10,"CarX Technologies Мы приглашаем талантливого тестировщика для удаленной работы.  Вы будете тестировать крупные проекты в сегменте гоночных мобильных игр.  Вашей задачей будет тестирование игрового проекта.    Что мы хотим увидеть в кандидате (наши требования):   любовь к гоночным играм;   умение четко излагать свои мысли письменно;   ответственность и исполнительность.;   аналитический склад ума и внимание к деталям;   Важно наличие собственных мобильных девайсов.   Что надо будет делать (задачи):   проводить тестирование приложений (iOS, Android);   составлять баг-репорты;   составлять отчеты о проделанной работе."
6,"Аналитик по прогнозированию спроса     Требования:  высшее образование (экономическое, финансовое, математическое, статистическое, маркетинг); рассмотрим кандидатов без опыта работы; желателен опыт построения системы коммерческой аналитики, регламентации, разработки и внедрения систем планирования и прогнозирования коммерческих показателей, обработки статистических данных; ориентация на результат, системность и вариативность мышления, прагматичность; настойчивость, способность контролировать и многократно перепроверять результат, стрессоустойчивость, умение работать в режиме многозадачности; уверенный пользователь ПК (Excel, PowerPoint, желательно знание SQL, опыт работы с Access базами данных, опыт работы в SAP приветствуется).  Обязанности:  подготовка отчетов; анализ трендов; согласование данных с менеджерами; работы с большими массивами данных; подготовка презентаций; участие в проектах оптимизации бизнес-процессов, развитие системы аналитической отчетности"
10,"Чем нужно будет заниматься:  Формирование и поддержка стендов тестирования; Выполнение всех необходимых видов тестирования продуктов направления IPCC (IP-телефония и контакт-центры); Регистрация и диагностика найденных дефектов в Jira; Подготовка тестовой документации (тест-кейсы, тест-планы, ПМИ, инструкции); Поддержка отчетности процесса тестирования; Взаимодействие с сотрудниками смежных подразделений (отдел разработки, отдел технической поддержки, отдел технического документирования, инженерный отдел).    Требования:  Понимание процесса разработки программного обеспечения, жизненного цикла программного продукта и методологий тестирования; Опыт тестирования ПО от 1-2 лет (функциональное, безопасности, нагрузочное, юзабилити, совместимости, кросс-браузерное и т.д.); Умение настраивать тестовые стенды; Умение разбираться в работе контакт-центров и VoIP желательно; Опыт написания тестовой документации (тест-кейсы, тест-планы, ПМИ, инструкции); Опыт работы с системами отслеживания ошибок; Базовые знания СУБД на уровне составления несложных SQL-запросов; Знание английского языка на уровне, достаточном для чтения документации; Ответственность и умение работать в команде; Желание развиваться и совершенствоваться в области тестирования.    "
7,"Ведущий системный инженер информационной безопасности.  Основные обязанности:  Участие в проектах компании на этапах pre-sale и реализации по направлению ИБ; Выбор архитектуры и технических предлагаемых решений для заказчиков; Проведение переговоров с заказчиками, презентации решений компании, защита решений перед заказчиком; Разработка проектной документации, технико-коммерческих предложений для заказчиков; Проведение демонстраций решений заказчикам в рамках пилотных зон и в лаборатории компании; Участие в поиске и тестировании новых решений по направлению. Требования:  Высокий уровень знаний сетевых технологий и технологий обеспечения ИБ; Опыт работы в IT от 5 лет в области ИБ; Знание продуктовой линейки Cisco Systems, PaloAlto, Fortinet, Checkpoint; Практический опыт проектирования и внедрения систем обеспечения ИБ, опыт разработки проектной документации; Знание требований законодательства и международных стандартов в области ИБ; Знание требований-регуляторов в области ИБ."
5,"ОБЯЗАННОСТИ  Организация эффективного взаимодействия между заказчиком и командой проекта. Анализ существующих бизнес-процессов, постановка операционных и бизнес-задач. Анализ, документирование и управление требованиями на протяжении всего жизненного цикла проекта. Описание пользовательских историй (user stories) и спецификаций пользовательского восприятия (user acceptance). Создание прототипов и макетов для функциональных требований.  ОБЯЗАТЕЛЬНЫЕ ТРЕБОВАНИЯ  Степень бакалавра в области компьютерных наук или смежных областях. Опыт работы бизнес-аналитиком от 4-х лет. Опыт работы в финансовой индустрии, знание терминологии, ключевых стандартов; понимание рейтинга кредитоспособности. Понимание бизнес-процессов. Умение преобразовывать бизнес-потребности заказчика в программные и операционные требования для разработчиков. Умение документировать и анализировать требования для разработки возможного решения. Понимание жизненного цикла разработки ПО. Знание инструментов прототипирования. Отличные коммуникативные навыки (устные и письменные). Опыт организации эффективного взаимодействия между заказчиком и командой проекта. Опыт участия в планировании, разрешения спорных моментов, риск-менеджмента. Опыт верификации продуктов на соответствие требованиям. Навыки обучения пользователей работе с продуктом.  БУДЕТ ПЛЮСОМ  Опыт написания спецификаций и разработки эскизов пользовательских интерфейсов. Навыки управления требованиями на протяжении всей работы над проектом. Опыт моделирование бизнес-процессов, знание нотаций и методик. Владение теоретическими основами бизнес-анализа и управления требованиями."
