profession,requirements
5,"Работа по методологии Agile в составе рабочей группы аналитиков и ключевых пользователей; Проектное обследование, формализация функциональных требований к системе; Интервьюирование ключевых пользователей, сбор сведений об объектах и задачах автоматизации, участие в создании единой методологии документооборота в Группе (положения, регламенты, отчетные аналитические формы и т.д.); Подготовка технических заданий на доработку системы «1С: Документооборот» или разработку отдельных модулей (подсистем); Взаимодействие с программистами 1С, проведение имитационного моделирования тестирование и приемка выполненных работ, сдача доработок бизнес-заказчикам; Подготовка проектной и пользовательской документации; Обучение пользователей.Опыт работы аналитиком 1С от 3-х лет; Опыт участия в качестве аналитика в комплексном внедрении «1С: Документооборот»; Опыт работы с крупными проектами с общим количеством вовлеченных участников более 50; Опыт работы по методологии Agile: Scrum; Знание платформы 1С:Предприятие 8.3; Навыки проектирования управляемых форм; Наличие сертификата «1С:Профессионал» или «1С:Специалист–консультант» по продукту «1С: Документооборот 8»; Знание предметной области (Организации кадрового и бухгалтерского документооборота в крупной компании) Владение навыками подготовки проектной документации разных видов (описание бизнес-процессов в различных нотациях (IDEF0, IDEF3), техническое задание); Уверенный пользователь Microsoft Visio"
5,"- Интервьюирование пользователей; - Подготовка проектной документации (техническое задание, функциональный дизайн-системы, рабочие инструкции пользователя и т. д.) - Приемо-сдаточные работы (внутренние и заказчику); - Проведение обучения и консультирование пользователей.- Уверенные знания в одной из предметных областей: 1С: Бюджетирование, Казначейство и 1С: Управление Холдингом; - Знание бухгалтерского, налогового учета; - Знание продуктов на платформе 1С бухгалтерского учета, бюджетирования и консолидации компаний группы для реализации предметных функций - Опыт участия в проектах автоматизации на стороне заказчика или исполнителя - Умение спроектировать и концептуально описать предлагаемую бизнес-логику и функциональные возможности системы 1С; - Навыки изучения нормативно-правовой документации и применения ее положений при проектировании информационных систем; - Опыт написания постановок для разработчиков, подготовки ТЗ, технической, рабочей и эксплуатационной документации на разрабатываемые системы в соответствии с требованиями ГОСТ; - Знание методов и нотаций моделирования систем; - Отличные коммуникативные навыки, умение выстроить эффективное взаимодействие со всеми участниками процесса разработки; - Развитые коммуникативные и деловые качества."
5,"Анализ бизнес-процессов подразделения Анализ существующих систем учета Проектирование решений в 1С УПП; Разработка технических заданий и постановка задач разработчикам Контроль этапов разработки и внедрения Тестирование разработанного функционала Контроль и тестирование доработок Разработка пользовательских инструкций, обучение и консультирование.Стаж работы с 1С УПП - не менее 5 лет Опыт внедренческих проектов"
5,"Направление деятельности — складская логистика. Управление группой 3-5 человек. Проведение обследований, сбор, анализ и систематизация информации. Описание бизнес-процессов. Построение целевой модели объекта оптимизации (концепция) с учетом требований бизнеса и возможностей ИС. Проектирование логистических бизнес-процессов в соответствии с требованиями бизнеса, правилами построения процесса управления операциями на предприятиях и современными практиками и технологиями. Согласование с заказчиками и смежными подразделениями новых бизнес-процессов или изменений. Управление группой технологов в части развития складских технологий. Планирование и контроль проектной деятельности в своей части. Функциональное управление IT-ресурсом в процессе разработки ПО с применением SCRUM подхода к разработке. Организация тестирования разработанного бизнес-процесса на соответствие концепции (задания на разработку) и достижимость целевой функции. Разработка регламентов, нормативных документов, бизнес-инструкций для пользователей по выполненным доработкам, измененным или новым бизнес-процессам. Внедрение бизнес-процессов, координация участников бизнес-процесса на момент внедрения, достижение KPI и нормативов. Поддержка введенных в работу технологий на период тестовой эксплуатации. Оптимизация бизнес-процессов в процессе эксплуатации.Опыт работы руководителем группы технологов в области логистики на крупном дистрибуционном предприятии от 5 лет. Хорошие знания процессов в логистике снабжения, производства и распределения, складских и транспортных процессов, умение применять их на практике при разработке и оптимизации бизнес-процессов. Наличие самостоятельно реализованных и внедренных процессов, участие в проектах в роли лидера проекта, ответственного за блок/направление или ключевого сотрудника. Наличие опыта работы с автоматизированным складом будет являться перимуществом."
5,"Обследование и описание текущего состояния (as is) информационных систем (далее ИС), подготовка рекомендаций по планируемому (to be) использованию ИС;  Сбор требований и взаимодействие с заинтересованными лицами в процессе подготовки к автоматизации, интервьюирование и анкетирование специалистов предметной области Компании;  Создание моделей ИС и технических заданий с использованием нотации UML в Enterprise Architect;  Анализ действующих и разрабатываемых бизнес-процессов Компании, инициативы по их оптимизации и доработке, поиск и устранение узких мест и конфликтов;  Разработка моделей и описаний бизнес-процессов с использованием нотаций IDEF0 и EPC в Business Studio.Высшее образование;  Опыт работы системным / бизнес-аналитиком – от 1 года;  Знание и опыт использования нотации IDEF0, EPC, UML – желательно;  Опытный пользователь ПК, уверенная работа с приложениями MS Office;  Опыт работы в средах Enterprise Architect, Business Studio – желательно;  Личные качества: аккуратность, стрессоустойчивость, ориентация на результат, ответственность, системность мышления, коммуникабельность."
5,"• Анализ предметной области и описание автоматизируемых бизнес-процессов; • Разработка функциональных моделей систем; • Формирование функциональных требований к информационным системам; • Постановка задач на разработку с последующим проведением тестирования разработанного функционала (в том числе, XML-схем и описаний профилей информационного обмена); • Подготовка инструкций, регламентов, технических заданий.• Знание XML (XML Schema, WSDL, Web-сервисы и т.д.), SOA; • Знание нотаций BPMN, UML, IDEF; • Знание ГОСТ серий 2, 19, 34; • Владение инструментами моделирования; • Владения инструментами извлечения, обработки, анализа данных (Excel, SQL); • Знание стандартов в области автоматизации медицины (HL7, DICOM, CDA, профили IHE и т.д; • Навыки подготовки и проведения презентаций; • Практический опыт системного анализа в cфере информатизации здравоохранения / медицинского страхования будет являться преимуществом."
5,"Сбор, формализация, систематизация и анализ бизнес-требований Заказчика; Документирование и фиксация требований к ИС: функциональные требования, технические задания, модели потоков данных, модели сущностей, бизнес-процессы, руководства по системам; Постановка задач внутренним и внешним разработчикам; Участие в проектировании и архитектуре технических решений; Участие в текущей функциональной и проектной деятельности в качестве аналитика (бизнес и системный анализ); Участие в работе смежных аналитических подразделений в качестве эксперта по вопросам учета (предъявление требований со стороны учета).Высшее образование; Свободное владение MS Office (Word, Excel, PowerPoint, Visio); Знание типовых решений 1С на уровне консультанта (1С ERP, желательно 1С Документооборот); Опыт описания бизнес-процессов, знание программных продуктов по их описанию. Желательно PowerDesigner; Опыт формирования функциональных требований, технических заданий с детальной технической проработкой (до модели потоков данных/сущностей БД); Опыт работы в составе проектных групп, участия во внедрении систем в качестве аналитика и/или функционального архитектора; Понимание объектной модели 1С; Умение читать код 1С, желателен опыт работы в качестве программиста 1С в прошлом; Умение писать сложные запросы в конструкторе запросов 1С; Знания SQL (стандарт SQL92), желательно Oracle PL/SQL; Знание основ бухгалтерского учета; Готовность разбираться в нетиповых решениях, конгломерате систем с большим количеством интеграционных связей; Коммуникабельность, стрессоустойчивость, умение работать в режиме многозадачности."
5,"Международная компания банковской сферы (лидер на рынке в своем сегменте) в связи с запуском нового проекта приглашает в команду Бизнес-аналитика проектов разработки и внедрения банковского ПО.  В части работы по внутренним проектам: Проведение анализа и разработка требований по новым продуктам и услугам Выработка предложений и рекомендаций по улучшению существующих продуктов и услуг Участие в создании новых продуктов и модификация существующих Создание и обновление внутренней и внешней документации по продуктам и услугам Создание и обновление рекламных материалов по продуктам и услугам Создание и обновление договорной базы по продуктам и услугам Контроль реализации поставленных задач  В части работы с внешними заказчиками: Выявление потребностей заказчика Осуществление выбора и обоснование методов анализа Участие в презентациях продуктов Исследование рынка информационных систем Анализ потребностей организации в автоматизации бизнес процессов Предпроектное обследование и формировать требования к разрабатываемым автоматизированным информационным системам и соответствующих программных продуктов Экспертиза существующих информационных систем, моделей и применяемых технологий Описание текущего состояния объекта автоматизации Консультации заказчика по вопросам оптимальной организации разработки программного продукта, а также по оптимизации процессов ОтчетностьВысшее техническое или экономическое образование. Не менее 2 лет опыта работы на позиции с аналогичным функционалом в банковской сфере, опыт участия в проектах разработки и внедрения программных продуктов и комплексов, опыт участия в проектах разработки и внедрения банковского ПО-ОБЯЗАТЕЛЬНО. Знание/понимание правил международных платежных систем. Опыт написания бизнес-требований, пользовательской документации. Владение персональным компьютером на уровне опытного пользователя. Хорошее знание пакета Microsoft Office. Навыки работы с базами данных. Дисциплинированность, внимательность.  Уважаемые соискатели, кандидаты на данную позицию рассматривается первоначально - по резюме. Ваш отклик будет обязательно рассмотрен в короткий срок. В случае положительного решения специалист по подбору персонала свяжется с Вами для согласования даты и времени собеседования."
5,"Ищем Requirements owner — человека, который будет управлять всем жизненным циклом требований к продукту: - Обсуждение гипотез и концепций, сбор информации о проблемах и их решениях от заинтересованных лиц и экспертов; - Детальная проработка функциональных требований к нашим продуктам, выявление ограничений; - Трансляция бизнес и функциональных требований в технические команды Web, iOS, Android, Winphone, Test; - Взаимодействие с бизнес и технической частями команды на всех этапах жизненного цикла требований для их детализации, систематизации и согласования; - Документирование требований, разработка вспомогательных проектных документов (регламенты, инструкции); - Актуализация требований, управление изменениями; - Активное участие на этапах разработки, тестирования, внедрения и поддержки нового продуктового функционала: консультирование бизнес и технической частей команды по вопросам требований.- Опыт работы в качестве системного аналитика в проектах разработки или внедрения ПО в течении последних 2-х лет; - Опыт разработки спецификаций к программным продуктам; - Наличие навыков продвинутого пользователя веб и/или мобильных платформ; - Навыки разработки графических схем, диаграмм (UML или аналогичных); - Системное мышление, внимание к деталям, умение выявлять причинно-следственные связи; - Умение аргументированно отстаивать свою точку зрения; - Плюсом будет опыт работы со стеком Atlassian (Jira, Confluence)."
5,"• Анализ использования типового функционала эксплуатируемых систем, анализ необходимости разработки оригинальных механизмов и подсистем; • Участие в проектах внедрения ИС, выполняемых подрядными организациями, в т.ч. контроль работ, сдаваемых подрядчиком – техническая и функциональная часть; • Сбор, анализ и формализация требований внутренних заказчиков по развитию существующих систем и разработке новых механизмом и подсистем; • Участие в разработке технической и пользовательской документации • Поддержка эксплуатируемых систем г. Москвы (1С:УХ, 1С:Документооборот, 1C:ЗУП)• Опыт проектирования и внедрения систем на платформе 1C:Предприятие (УХ, ERP, ЗУП, Документооборот) • Опыт разработки проектной и технической документации к системе • Опыт разработки на платформе 1С:Предприятие • Опыт поддержки пользователей (УХ, ERP, ЗУП и Документооборот) • Знание типового функционала 1C:ERP, 1С:УХ, 1С:ЗУП • Наличие сертификатов по 1C:ERP • Базовые знания бухгалтерского и налогового учета, кадрового учета, расчета заработной платы и налогов"
5,"Вакансия открыта в производственной компании - крупнейший производитель котельных систем в России.  Разработка полноценных моделей бизнес-процессов компании. Анализ бизнес-требований автоматизируемых процессов, требований к программным продуктам и выбор критериев оптимального способа реализации, разработка технического задания на формирование программного обеспечения. Освоение новых и кастомизированных функциональностей MS DAX 2012. Проведение интервьюирований, анкетирования заинтересованных лиц по задачам/проектам и ключевых пользователей. Анализ имеющихся пробелов, конфликтов данных в реализованном программном обеспечении и текущем функционале. Доработка (программирование), оптимизация и исправление функционала программного обеспечения. Оперативное составление пользовательских инструкций по новому или измененному функционалу. Обучение пользователей основные правилам работы с разработанным программным обеспечением. Анализ качества разработок и их соответствия установленным бизнес-требованиям. Тестирование исправлений, модификаций, новых функциональностей, принятых от внешних разработчиков. Составление документации по результатам тестирования.Высшее техническое образование (IT) Успешный опыт поддержки MS Dynamics Axapta 2012 от 3-х лет. Знание функционала и модели данных модулей стандартного функционала MS DAX 2012. Знание общих принципов современных архитектур информационных систем, управление конфигурацией приложения, настроек системы Владение базовыми запросами MS SQL для анализа данных. Владение методологиями и нотациями для описания бизнес-процессов."
5,"* Сопровождение и расширение функционала 1С ERP; * Анализ деятельности предприятия с точки зрения автоматизации; * Описание бизнес-процессов, разработка функциональных требований и интерпретация в 1С ERP; * Техническое руководство и реализация проекта с использованием возможностей 1С ERP; * Реализация бизнес-процессов с использованием 1С ERP; * Консультации и обучение пользователей; * Доработка функционала системы под задачи предприятия; * Сопровождение и контроль внедрённых решений; * Организация обмена данными с 1С:Бухгалтерией, 1С:ЗУП, 1С:WMS * Разработка обмена данными со сторонними системами* Опыт внедрения систем автоматизации деятельности на базе платформы 1С от 3-х лет; * Опыт участия в проектах внедрения конфигурации 1С ERP в качестве ведущего разработчика от 1-го года; * Уверенные знания функциональности конфигурации 1С ERP. * Отличные знания встроенного языка 1C и механизмов платформы 1С 8.3 (язык запросов, СКД, управляемые формы и пр.), а также типовых конфигураций 1С"
5,"Анализ и описание бизнес процессов заказчика, моделированием бизнес-процессов Ведение эффективной коммуникации с заказчиками: уточнение требований, понимание потребностей Оптимизация бизнес процессов Разработка и согласованием функциональных требований и ТЗ на информационные системы Разработка регламентирующих документов Осуществление консультации и обучения пользователей  Несколько направлений/проектов: Бухгалтерия, финансы, МСФО Планирование и распределение продукта. Сорсинг - квотирование, закупка, отслеживание пред производственного, производственного процессаОпыт работы и успешной реализации ИТ-проектов в роли бизнес аналитика не менее 2-х лет Опыт внедрения ИТ систем в одной из областей: планирование, финансы/бухгалтерия, сорсинг Знание методологии описания бизнес процессов (BPMN, EPC, IDEF, UML и т.д.) и понимание процессного подхода Знание ARIS/Visio/Bizagi,1С, SQL, ERP систем (желательно) Умение четко и понятно объяснить идею с помощью блок-схем, диаграмм Английский язык - Intermediate как преимущество"
5,"Наш клиент - IT компания с более, чем восьми летней историей по автоматизации федеральных розничных сетей на базе известного европейского решения приглашает специалиста по внедрению:  1. Презентация системы, в том числе подготовка презентации по функциональности, презентация представителям клиента, как правило, в офисе клиента, демонстрация системы (редко).  2. Анализ бизнес-требований заказчика, моделирование (дизайн) бизнес-процессов клиента, предложение по оптимизации бизнес-систем.  3. Формирование технического задания для разработчиков (трансляция бизнес-логики на технический язык, определение форм), а также технических заданий на доработку решения под клиента.  4. Тестирование системы для проверки соответствия ожиданиям клиентов.  5. Поиск ошибок в системе, исправление или направление запроса разработчику.  6. Проведение демонстрации готового решения клиенту.  7. Обучение пользователей, проведение тренингов и консультирование по системе.1. Высшее образование - предпочтительно техническое. А если Бауманка - то просто восторг.  2. SQL - обязательно, уровень простых запросов достаточен.  3. Знание и опыт применения любой нотации по описанию бизнес процессов или хотя бы просто UML.  4. Опыт автоматизации бизнес процессов в части формирования требований, технического задания (описание бизнес-процессов с технической стороны вопроса - для автоматизации, а не для ""должностных"" инструкций). Идеальный кандидат сталкивался с задачами автоматизации в рознице, логистике, а если авто закупки были - то вообще мечта или работал в IT компании. Важно! Безусловно на другие условия, но с хорошим техническим бэкграундом, но с отсутствием опыта в автоматизации свежевыпущенного специалиста из технического вуза - рассмотрим.  5. Продвинутый пользователь Word, Excel, Power Point, Visio естественно.  6. Обязательно качественная речь, аналитические способности, умение получать информацию и правильно интерпретировать данные.  7. Грамотность - письменная, устная.  8. Желательно знание основ баз данных (представлять что такое таблицы, что такое процедуры), начальные знания С++, SQL, Java, основы Unix.  9. Готовность к командировкам - 1-2 раза в месяц (может быть реже, от проекта зависит).  P.S.: стиль описания наш, клиент - приличный, классический приличный динамичный гибкий системный IT консалтер (команде более 8 лет, в текущей версии - более трех лет на рынке, хорошо известны в своем сегменте именно постоянным составом команды)."
5,"- Поддержка и развитие системы SAP MM/SD/LE/Retail - Анализ и проработка запросов от бизнес подразделений на доработку системы, самостоятельная настройка системы, формирование спецификаций на изменения в системе, тестирование разработок, обучение пользователей; - Интеграция и взаимодействие с другими модулями системы - Интеграция с другими системами (Складские операторы/ POS DM)- Курсы по SAP и сертификации будут преимуществом - Опыт написания и согласования проектных решений - Знания стандарта и настроек SAP по модулям MM/SD/LE/Retail - Постановка задач разработчику с подробным описанием технических деталей (с указанными BAPI? BADI, EXIT""ами), написание технических заданий и тестирование разработок - Знание процессов интеграции с другими системами (IDOC, RFC) - Быстрая обучаемость, умение оперативно разобраться в незнакомых решениях"
5,"Менеджер проектов по оптимизации 1С УПП, внедрению новых решений автоматизации производства - аудит процессов, анализ существующей конфигурации; - подбор оптимальных решений по автоматизации управления процессами; - постановка задач разработчикам, написание ТЗ, контроль этапов разработки - тестирование разработанного функционала, - управление доработками, - управление внедрением готовых решений; - внедрение сторонних систем автоматизации производства; - организация обучения; - создание инструкций пользователей и т.д.Опыт внедренческих проектов 1С УПП. Уровень 1С профф."
5,"Подготовка заданий на проектирование  Анализ исходных данных  Формирование проектной группы  Планирование и организация работ по проекту  Координация работ с субподрядными организациями  Контроль над техническим уровнем принимаемых проектных решений  Контроль за соблюдением норм и сроков проектирования  Участие в совещаниях с заказчиком и решение технических вопросов  Подготовка тендерной документации  Участие в подготовке сметной документацииВысшее техническое образование  Хорошее знание нормативной документации (СП, ГОСТ, СНиП)  Опыт прохождения экспертизы  Опыт на аналогичной должности не менее 3-х лет"
5,"Разработка конфигураций 1С; Организация проектной работы, сбора требований, тестирования, обновлений программ; Организация работы над ошибками; Организация поддержки пользователей; Доработка типовых и отраслевых конфигураций 1С под требования компании (отчеты, обработки данных, печатные формы документов, доработка типовых обменов данных и пр.); Ведение технической документации по проектам, составление инструкций для пользователей; Организация развития существующих и внедрения новых программных продуктов на базе 1С.Понимание и опыт построения и взаимодействия территориально распределенных информационных систем на платформе 1С. Навыки взаимодействия с заказчиком, понимания бизнес задач и разработки технических заданий. Опыт разработки на платформе 1С:Предприятие 8.3 Опыт разработки обменов и интеграционных модулей, РИБ. Опыт разработки в клиент -серверном режиме, управляемые формы. Опыт работы с конфигурациями 1С:УПП Желательный опыт работы с конфигурациями 1С: УТ или ERP. Желательно наличие сертификатов 1С Желательный опыт работы с конвертацией."
5,"• Развертывание, внедрение и запуск 1С Риэлтор • Анализ бизнес процессов предприятия • Разработка новых отчетов (от выявления требований бизнеса, составления ТЗ, разработки быстрой excel-версии, до написания модулей и внедрения отчета в CRM, тестирования внедрённых отчетов). • Разработка и внедрение сквозной аналитики по анализу эффективности рекламных компаний, контакт-центра, отдела продаж • Участие в подготовке технических заданий в качестве эксперта по возможностям платформы 1С:Предприятие 8.2, 8.3. • Определение не функциональных требований к проектируемым решениям. • Реализация (программирование) решений на платформе 1С:Предприятие 8.2, 8.3. • Участие в тестировании решений на всех этапах реализации• Высшее образование (желательно техническое и экономическое) • Опыт сопровождения программ 1С 8.2/8.3, знание типовых конфигураций 1С 8.2/8.3. • Опыт построения сложных отчетов, работа с деревьями • Умение разбираться в чужом коде, решать нестандартные задачи, эффективно работать в команде • Навыки работы с html, excel, внешними компонентами, SQL, опыт настройки обмена между базами • Ответственность, аккуратность, исполнительность • Опыт работы в строительных компаниях ЗАСТРОЙЩИК"
5,"Изучение исходных данных по запросам от предприятий и проводимых тендерах по водоподготовке и очистке сточных вод. Разработка технологических схем по водоподготовке и принятие технологических решений. Участие в подготовке технико - коммерческих предложений. Выдача заданий смежным отделам; обследование объектов; составление технических заключений по объектам; работа с заказчиками.Обязательно: знание технологий промышленной водоподготовки, процессов осветления, фильтрации, ионного обмена, обратного осмоса, ультрафильтрации. Специальное высшее техническое образование (водоподготовка и очистка сточных вод)."
5,"• Обеспечение технической поддержки клиентов. • Информационное, организационное обеспечение технической подготовки клиентов (организация обучения, анализ и сбор базы знаний возникающих технических проблем, подготовка решений, рекомендаций, регламентов по устранению технических проблем). • Управление качеством продукта, взаимодействие с производителем, конечным потребителем для поиска оптимальных решений по повышению качества. • Взаимодействие с персоналом отдела продаж по вопросам технической поддержки клиентов. • Сбор, обобщение клиентских проектных требований, составление технических заданий, тестирование продукции на предмет выполнения параметров технических заданийВысшее техническое образование, связанное с проектированием, производством, обслуживанием электронной продукции, и (или) информационными и компьютерными технологиями и т.п., соответствующие физико-математические знания. Хорошие коммуникативные навыки Большая вовлеченность в свою работу, желание развиваться в данной сфере Ответственность, инновационный подход к решению проблем"
